review_id,sales_id,purchase_date,item_name,promo_code,promo_name,total_price,price_after_promo,quantity
44,5456,2022-07-21,"Outer Sweater Cardigan Fashionable Baju Atasan Wanita Import - Arowood, M",0,,291000,,3
48,5460,2022-07-19,Fingerprint ICON 16 Mesin Absensi Sidik Jari seperti FINGER PRINT A3,0,,415000,,1
49,5461,2022-07-10,MAKE OVER POWERSTAY Color Correcting Primer 25 ml - Makeup Primer - Green,0,,228000,,3
50,5462,2022-07-20,ESQA Flawless Cushion Serum SPF 50+ PA+++ - Milkshake,0,,240500,,2
74,5486,2022-07-11,"Jaket wanita zipper fleece peach polos sansscollection - peach, M",2,GRATIS_ONGKIR,124800,119800,2
77,5489,2022-07-14,Cover Kulkas / Sarung Penutup Kulkas / Taplak Kulkas - Motif Minimalis - K-54,2,GRATIS_ONGKIR,105000,100000,3
78,5490,2022-07-03,Jaket Wanita Bahan Rajut Import Terkini - Putih,2,GRATIS_ONGKIR,465000,460000,3
79,5491,2022-07-13,sedimen filter 10 inch / cartridge filter / spoon filter KOLON - 10 Micron,2,GRATIS_ONGKIR,17400,12400,3
80,5492,2022-07-14,Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L,2,GRATIS_ONGKIR,299800,294800,2
81,5493,2022-07-25,"Rompi Maxim Ojol Bahan Waterproof - Kuning, M",2,GRATIS_ONGKIR,69000,64000,1
85,5497,2022-07-28,Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L,2,GRATIS_ONGKIR,149900,144900,1
90,5502,2022-07-17,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker - Black, M",2,GRATIS_ONGKIR,405000,400000,3
91,5503,2022-07-26,House of Smith Jacket - Lasket Black 2 - 2XL,2,GRATIS_ONGKIR,672000,667000,3
92,5504,2022-07-18,"X Urband Absolute Jaket Varsity Waterproof Baseball Bordir A218 - NAVY, M",2,GRATIS_ONGKIR,125000,120000,1
93,5505,2022-07-28,"Goto Kyla Kitchen Scale Timbangan Bumbu Dapur Kue Digital Charge LED - Battery, White",2,GRATIS_ONGKIR,89700,84700,3
94,5506,2022-07-06,SUVESCO 10 MG BOX 20 TABLET,2,GRATIS_ONGKIR,69642,64642,3
95,5507,2022-07-02,NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL],2,GRATIS_ONGKIR,27600,22600,3
97,5509,2022-07-21,BOSTON VEST DENIM JACKET DARK INDIGO - S,2,GRATIS_ONGKIR,239400,234400,1
101,5513,2022-07-16,"sweater crewneck H&M basic polos original pria dan wanita full lebel - Hitam, M",2,GRATIS_ONGKIR,181500,176500,3
103,5515,2022-07-20,Timbangan Kopi Dapur Mini Digital Scale 3000g 0.1g,2,GRATIS_ONGKIR,114000,109000,2
104,5516,2022-07-17,"Jaket Shacket Pria Shacket Jacket Premium Jaket Trucker Semiparka Pria - Hitam, M",2,GRATIS_ONGKIR,89000,84000,1
105,5517,2022-07-01,CANDESARTAN OGB DEXA MEDICA 16 MG BOX 30 TABLET,1,AWAL_GAJIAN,100029,85029,3
107,5519,2022-07-01,BASEUS WIRELESS PRESENTER POINTER PEN REMOTE CONTROL LASER POINTER PEN - Abu-abu,2,GRATIS_ONGKIR,159000,154000,1
108,5520,2022-07-29,"Troveast Jaket Parasut Outdoor Waterproof - Trov Maron Grey, L",2,GRATIS_ONGKIR,507000,502000,3
111,5523,2022-07-21,"ZESTMAG Madu Herbal Obat Maag, GERD Asam Lambung, Madu Magh Pencernaan",2,GRATIS_ONGKIR,145000,140000,1
115,5527,2022-07-25,Jelly Gamat Gold G Sea Cucumber 500 ml | 500ml |,2,GRATIS_ONGKIR,360000,355000,3
116,5528,2022-07-04,"Kartu RFID 13,56 MHz S50 1K / M1fare compatible",2,GRATIS_ONGKIR,3340,-1660,2
123,5535,2022-07-13,PINKFLASH OhMyLove Multiple Face Palette Eye shadow Highlighter PFM02 - 1,2,GRATIS_ONGKIR,59000,54000,1
128,5540,2022-07-10,Fingerprint ICON 16 Mesin Absensi Sidik Jari seperti FINGER PRINT A3,2,GRATIS_ONGKIR,415000,410000,1
130,5542,2022-07-12,MOP - Microblur Translucent Loose Powder,2,GRATIS_ONGKIR,159000,154000,1
131,5543,2022-07-24,SMARTCOM Cash Drawer 37 X 33 Cm 4K3C RJ11 Laci Kasir Simpan Uang,2,GRATIS_ONGKIR,550000,545000,2
136,5548,2022-07-01,Emina Pore Ranger 20 mL - Primer Translucent Matte Samarkan Pori-Pori,2,GRATIS_ONGKIR,154440,149440,3
64,5476,2022-07-20,ROMPI RAJUT CABLE / ROMPI KEPANG WANITA TERBARU - MINT,0,,40500,,1
65,5477,2022-07-30,AMLODIPINE BESILATE KIMIA FARMA 5 MG BOX 50 TABLET,0,,25866,,3
66,5478,2022-07-07,O.TWO.O Makeup Blush Stick Hydrating Gloss Lip & Cheek 6 Colors Beauty - 05 OBSESSED,0,,106000,,2
68,5480,2022-07-10,Deli Mesin Absen Sidik Jari 1000 kapasitas bahasa indonesia E3960,0,,480000,,1
71,5483,2022-07-01,SOMETHINC Copy Paste Breathable Mesh Cushion SPF 33 PA++ - Serene Refill,0,,98750,,1
72,5484,2022-07-12,mesin ro 500gpd 12step alkaline+uv ultraviolet,0,,8550000,,3
75,5487,2022-07-08,Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum,0,,66000,,3
76,5488,2022-07-09,Mesin Label Harga Alat Tembak joyko MX 5500 M / 1 baris /price - GUN XEHO LABEL,0,,192060,,3
82,5494,2022-07-10,Oxihom Rak Dapur Rak Susun Plastik Rak Bumbu Rak Kamar Mandi - S5341 Putih,0,,22900,,1
83,5495,2022-07-29,"jaket parasut wanita /jaket turbo superroots - Putih, M",0,,180000,,3
84,5496,2022-07-13,AMLODIPINE 10 MG STRIP 10 TABLET,0,,4874,,1
86,5498,2022-07-07,"Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S",0,,195000,,3
87,5499,2022-07-07,"Monellina Fashion Cardigan Polos XXL Jumbo Murah Wanita Kekinian - Hitam, XXL",0,,30000,,1
88,5500,2022-07-09,SOMETHINC Under Control HD Blur Loose Setting Powder - Beige,0,,345000,,3
89,5501,2022-07-12,"Jaket Puffer X Urband Dreamer Cyborg - Marun, M",0,,125100,,1
96,5508,2022-07-21,O.TWO.O Makeup Blush Stick Hydrating Gloss Lip & Cheek 6 Colors Beauty - 05 OBSESSED,0,,106000,,2
98,5510,2022-07-26,CLOPIDOGREL OGB DEXA MEDICA 75 MG BOX 30 TABLET,0,,26750,,1
99,5511,2022-07-05,Sanken Dispenser Galon Bawah HWD 520 IC HWD-520IC,0,,1415000,,1
100,5512,2022-07-30,O.TWO.O Pore Invisible Soft Matte Focus Makeup Base Primer Cream,0,,106000,,2
102,5514,2022-07-08,STUDIO TROPIK DreamSetter Glowy Make-up Setting Spray - 130 ml,0,,315000,,2
106,5518,2022-07-25,CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET,0,,50520,,2
109,5521,2022-07-25,BOSTON VEST DENIM JACKET DARK INDIGO - S,0,,718200,,3
110,5522,2022-07-12,Jaket Wanita Motif Polka Import - Hitam,0,,155000,,1
112,5524,2022-07-08,PULMICORT 0.25MG RESPULES 5`S/BUDESONIDE/ASMA/SESAK NAFAS,0,,145000,,2
113,5525,2022-07-12,STAND MEJA TATAKAN PROJECTOR TRIPOD FULL BESI - TRAY ONLY,0,,110000,,1
114,5526,2022-07-03,"Jaket Bomber Pria Taslan Tahan Air dan angin Casual simpel - Biru., M",0,,128000,,1
117,5529,2022-07-08,LOHANKUO / LO HAN KUO INFUSION PEREDA PANAS DALAM TERMURAH TERLARIS,0,,59700,,3
118,5530,2022-07-30,KANI VEST KNIT/ROMPI RAJUT WANITA - lilac,0,,106500,,3
119,5531,2022-07-09,Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935,0,,693000,,3
137,5549,2022-07-11,PARIET 20 MG BOX 14 TABLET,2,GRATIS_ONGKIR,808275,803275,3
138,5550,2022-07-06,CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET,2,GRATIS_ONGKIR,25260,20260,1
139,5551,2022-07-22,"MSMO Bram Cardigan Pria / Outer Cowo - BW, M",2,GRATIS_ONGKIR,318000,313000,2
140,5552,2022-07-25,Timbangan digital gram Kitchen scale Timbangan kue buah SF-400 10KG,2,GRATIS_ONGKIR,26888,21888,1
148,5560,2022-07-03,House of Smith Jacket - Ketlar 2 - XL,2,GRATIS_ONGKIR,370000,365000,2
151,5563,2022-07-13,Luxcrime Glow-Getter Dewy Setting Spray - 150 ml,2,GRATIS_ONGKIR,131120,126120,1
154,5566,2022-07-27,O.TWO.O Makeup Blush Stick Hydrating Gloss Lip & Cheek 6 Colors Beauty - 05 OBSESSED,2,GRATIS_ONGKIR,53000,48000,1
156,5568,2022-07-09,"Troveast Jaket Parasut Outdoor Waterproof - Trov Maron Grey, L",2,GRATIS_ONGKIR,169000,164000,1
157,5569,2022-07-26,MAKE OVER Ultra Cover Liquid Matt Foundation 33 ml - Matte Foundation - 02 Pink Shade,2,GRATIS_ONGKIR,270580,265580,2
158,5570,2022-07-10,Timbangan Kopi Bumbu Dapur Emas Digital Kitchen Scale 1kg 0.1g i-2000,2,GRATIS_ONGKIR,156000,151000,3
161,5573,2022-07-25,"Jaket wanita zipper fleece peach polos sansscollection - peach, M",2,GRATIS_ONGKIR,62400,57400,1
164,5576,2022-07-15,Hanasui Perfect Cheek Blush & Go Powder / hanasui blushon / hanasui bl - Pink,2,GRATIS_ONGKIR,51580,46580,2
165,5577,2022-07-29,HALOLIGHT Luminizing Stick Rollover Reaction - Roseate Glow,2,GRATIS_ONGKIR,267000,262000,3
166,5578,2022-07-01,VENTOLIN 2.5MG NEBULES 4`S/SALBUTAMOL/ASMA/SESAK NAFAS,2,GRATIS_ONGKIR,104000,99000,2
168,5580,2022-07-14,"Jaket Shacket Pria Shacket Jacket Premium Jaket Trucker Semiparka Pria - Hitam, M",2,GRATIS_ONGKIR,178000,173000,2
170,5582,2022-07-23,Hooligans Harrington Jacket Harry 21.1 Black - S,2,GRATIS_ONGKIR,205000,200000,1
174,5586,2022-07-02,TURTLENECK (kerah keriting) Baju Rajut Halus Kaos Import Wanita Lengan - Cream,2,GRATIS_ONGKIR,69000,64000,1
175,5587,2022-07-01,BAPE NAVY CAMO SHARK FULLZIP HOODIE (100% AUTHENTIC) - S,1,AWAL_GAJIAN,14997000,14982000,3
176,5588,2022-07-04,Kartu Pvc Polos Blank iD card bs inkjet Tanpa Chip Thermal Overlay ISO,2,GRATIS_ONGKIR,1050,-3950,2
179,5591,2022-07-21,"hoodie sweater H&M pria dan wanita/hoodie hnm polos pria wanita - Hitam, M",2,GRATIS_ONGKIR,217500,212500,3
180,5592,2022-07-04,"Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S",2,GRATIS_ONGKIR,130000,125000,2
182,5594,2022-07-07,Kain Layar Proyektor Tempel Dinding Anti-light Ambient Screen Silver - 60,2,GRATIS_ONGKIR,99000,94000,1
184,5596,2022-07-16,Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935,2,GRATIS_ONGKIR,462000,457000,2
186,5598,2022-07-13,REGROU FORTE 30 ML/MINOXIDIL/KEBOTAKAN/PENUMBUH RAMBUT,2,GRATIS_ONGKIR,337500,332500,3
189,5601,2022-07-08,"Terbaru, Jaket Parasut Original Waterproof - Trov Maron Grey, L",2,GRATIS_ONGKIR,338000,333000,2
195,5607,2022-07-19,Kain Layar Proyektor Tempel Dinding Anti-light Ambient Screen Silver - 60,2,GRATIS_ONGKIR,198000,193000,2
197,5609,2022-07-26,"Jaket jubah pria wanita/ Jaket musim dingin/ Jaket musim salju - Hitam, S",2,GRATIS_ONGKIR,591700,586700,2
200,5612,2022-07-07,VENTOLIN INHALER 100 MCG 200 DOSIS,2,GRATIS_ONGKIR,129500,124500,1
201,5613,2022-07-14,SOMETHINC Copy Paste Breathable Mesh Cushion SPF 33 PA++ - Serene Refill,2,GRATIS_ONGKIR,98750,93750,1
204,5616,2022-07-02,SUNISA Air cushian foundation BB cream BERKUALITAS - natural,2,GRATIS_ONGKIR,39000,34000,2
125,5537,2022-07-19,SOMETHINC Copy Paste Breathable Mesh Cushion SPF 33 PA++ - Serene Refill,0,,98750,,1
126,5538,2022-07-21,"F BRAND FASHION JAKET WINTER TEBAL WANITA MUSIM DINGIN/JAKET KOREA - moca, M",0,,712500,,3
127,5539,2022-07-03,"jaket parasut wanita /jaket turbo superroots - Putih, M",0,,60000,,1
129,5541,2022-07-15,Sanken Dispenser Galon Bawah Low Watt HWD-C535IC HWD 535IC,0,,1439000,,1
132,5544,2022-07-05,Regulator Winn Gas W-900 M Double Lock (Dengan Meteran),0,,292500,,3
133,5545,2022-07-12,PANDA PRJ-335 CASH DRAWER/LACI KASIR RJ11 TO POS PRINTER THERMAL,0,,1125000,,3
134,5546,2022-07-18,"ZESTMAG Madu Herbal Obat Maag, GERD Asam Lambung, Madu Magh Pencernaan",0,,290000,,2
135,5547,2022-07-13,Green Laser Pointer Beam 5mW High Power Pen HIGH BEAM Night Day 100m - BLUE LASER,0,,79800,,2
141,5553,2022-07-25,O.TWO.O Pore Invisible Soft Matte Focus Makeup Base Primer Cream,0,,53000,,1
142,5554,2022-07-03,SUNISA Air cushian foundation BB cream BERKUALITAS - natural,0,,19500,,1
143,5555,2022-07-10,Maybelline Instant Age Rewind Eraser + Concealer Make Up - Fair,0,,348750,,3
144,5556,2022-07-16,ZHENG GU SHUI 100ML YULIN SARAS SUBUR ABADI,0,,253935,,3
145,5557,2022-07-02,SCABIMITE CREAM 30GR,0,,215100,,3
146,5558,2022-07-03,Roda kulkas Alas kulkas Alas mesin cuci alas lemari es Doble roda,0,,310000,,2
147,5559,2022-07-23,Starcam Regulator Gas LPG Non-Meter SC-23S Tekanan Rendah,0,,255000,,3
149,5561,2022-07-01,Gule - BARE Cushion - Shade 04-Kav,0,,189000,,1
150,5562,2022-07-15,SOMETHINC WAKE ME UP HD Blur Full High Coverage Concealer - Ivory,0,,128300,,2
152,5564,2022-07-11,SUVESCO 20 MG BOX 20 TABLET,0,,78002,,2
153,5565,2022-07-21,"Stelan Camo Hunting Berburu Motif Pohon Baju Berburu Samaran Kamuflase - Realtree, M",0,,195000,,3
155,5567,2022-07-21,Regulator Winn Gas W-900 M Double Lock (Dengan Meteran),0,,97500,,1
159,5571,2022-07-17,"JAKET PARKA BB - JAKET PARKA BOLAK BALIK WANITA - Navy maroon, L",0,,156000,,2
160,5572,2022-07-02,"Jaket Outdoor Waterproof Gunung Anti Air - Pleasur PETRO, M",0,,119900,,1
162,5574,2022-07-13,Gule - BARE Cushion - Shade 04-Kav,0,,189000,,1
163,5575,2022-07-30,CELANA TACTICAL PASPAMPRES ORIGINAL DESAIN,0,,260000,,1
167,5579,2022-07-09,PARIET 20MG 1 STRIP 14 TABLET/RABEPRAZOL/ MAAG/ ASAM LAMBUNG,0,,278500,,1
169,5581,2022-07-11,Cream Obat Prosiasis Eksim Siku Kepala Gatal Ampuh,0,,175000,,1
171,5583,2022-07-07,"Jaket pria kantor formal casual TRENDY - Abu-abu, S",0,,260000,,2
205,5617,2022-07-18,FOG Essentials Back Velvet Text Sweatshirt Black - L,2,GRATIS_ONGKIR,1437000,1432000,3
206,5618,2022-07-15,PINKFLASH OhMyBreath Liquid Concealer Tahan Air Tahan Lama PFF04 - 1,2,GRATIS_ONGKIR,22900,17900,1
207,5619,2022-07-25,"Sweater Candiez Oversize Wanita Sweatshirt Crewneck Switer Terkini - Denim - Mint, L",2,GRATIS_ONGKIR,151500,146500,3
209,5621,2022-07-21,SAKU NFC Smart Business Card Kartu Nama Pintar Tanpa Aplikasi - EMBOSSED 1 SISI,2,GRATIS_ONGKIR,130000,125000,1
210,5622,2022-07-20,CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET,2,GRATIS_ONGKIR,50520,45520,2
212,5624,2022-07-15,"Rompi Hoodie Pelindung Dada / Rompi Motor Original PORTABLE unisex - Merah, M",2,GRATIS_ONGKIR,280000,275000,2
214,5626,2022-07-18,Luxcrime Glow-Getter Dewy Setting Spray - 150 ml,2,GRATIS_ONGKIR,393360,388360,3
216,5628,2022-07-11,Aerostreet Bomber Jacket Ezio Krem HBAAA - XL,2,GRATIS_ONGKIR,569700,564700,3
218,5630,2022-07-18,"Jas Blazer Wanita Kerja Kantor Formal Kuliah Santai Terbaru Korea - Hitam, M",2,GRATIS_ONGKIR,125000,120000,1
219,5631,2022-07-27,Kartu Pvc Polos Blank iD card bs inkjet Tanpa Chip Thermal Overlay ISO,2,GRATIS_ONGKIR,1575,-3425,3
220,5632,2022-07-02,"Troveast Jaket Parasut Outdoor Waterproof - Trov Maron Grey, L",2,GRATIS_ONGKIR,338000,333000,2
223,5635,2022-07-23,House of Smith Hoodie - Hofield Salmon 4 - XL,2,GRATIS_ONGKIR,150000,145000,1
225,5637,2022-07-14,TIMBANGAN DAPUR DIGITAL MAX 10 KG,2,GRATIS_ONGKIR,73500,68500,3
227,5639,2022-07-10,Money Detector model 318 biru Lampu UV deteksi uang palsu Pengecek - Bohlam,2,GRATIS_ONGKIR,64000,59000,1
228,5640,2022-07-06,STUDIO TROPIK DreamSetter Glowy Make-up Setting Spray - 130 ml,2,GRATIS_ONGKIR,157500,152500,1
230,5642,2022-07-12,Wardah Lightening Liquid Concealer 7 g - 01 Light,2,GRATIS_ONGKIR,35200,30200,1
231,5643,2022-07-18,Mesin Label Harga Alat Tembak joyko MX 5500 M / 1 baris /price - GUN XEHO LABEL,2,GRATIS_ONGKIR,128040,123040,2
233,5645,2022-07-14,Kremlin Tracktop Suit Jacket - SPEED UP - L,2,GRATIS_ONGKIR,399800,394800,2
235,5647,2022-07-12,Instaperfect Skincover Air Cushion 11 g - SPF 50 PA++++ - 52 Almond,2,GRATIS_ONGKIR,471750,466750,3
236,5648,2022-07-10,Regulator Gas Tekanan Rendah Starcam Dengan Meter,2,GRATIS_ONGKIR,208000,203000,2
241,5653,2022-07-24,YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508,2,GRATIS_ONGKIR,99000,94000,1
242,5654,2022-07-28,Fingerprint Mesin Absensi Solution P208,2,GRATIS_ONGKIR,1320000,1315000,3
243,5655,2022-07-23,OBAT BATUK IBU DAN ANAK 300 ml / NIN JIOM PEI PA KOA / OBIDA 300 ml,2,GRATIS_ONGKIR,69900,64900,1
247,5659,2022-07-07,BEROTEC MDI 100 MCG INHALER,2,GRATIS_ONGKIR,296907,291907,3
250,5662,2022-07-22,Festa Jaune,2,GRATIS_ONGKIR,150000,145000,1
254,5666,2022-07-17,"Lalulaku Timbangan Mini Digital Kopi Emas Bumbu Dapur / Scale 3KG 0,1g",2,GRATIS_ONGKIR,86000,81000,2
256,5668,2022-07-11,MAKE OVER Ultra Cover Liquid Matt Foundation 33 ml - Matte Foundation - 02 Pink Shade,2,GRATIS_ONGKIR,135290,130290,1
257,5669,2022-07-17,HALOLIGHT Luminizing Stick Rollover Reaction - Roseate Glow,2,GRATIS_ONGKIR,178000,173000,2
187,5599,2022-07-16,MAKE OVER Powerstay Demi-Matte Cover Cushion 15 g - N10 Marble,0,,506250,,3
188,5600,2022-07-21,"Jaket winter pria untuk musim dingin / outdoor - Abu Tua, XXL",0,,555000,,3
190,5602,2022-07-02,AMLODIPINE BESILATE KIMIA FARMA 5 MG BOX 50 TABLET,0,,25866,,3
191,5603,2022-07-07,GREEN LASER POINTER / LASER HIJAU POINTER / LASER 303,0,,55000,,1
192,5604,2022-07-14,"Jaket tebal pria | Jaket winter | Jaket musim dingin | Jaket windproof - Hitam, XXL",0,,496500,,3
193,5605,2022-07-25,CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON,0,,209700,,3
194,5606,2022-07-17,Timbangan Dapur Digital Waterproof Kitchen Scale Premium 10Kg/1Gr,0,,330000,,2
196,5608,2022-07-11,Madame Gie Madame Set It Dew & Set it Matte Setting Spray - Hydrating,0,,81000,,3
198,5610,2022-07-12,Wardah Everyday Luminous Liquid Foundation 35 ml - Natural,0,,110925,,3
199,5611,2022-07-10,SKINTIFIC Cover All Perfect Cushion - 02 Ivory,0,,534966,,3
202,5614,2022-07-25,BAMGETOL 200 MG BOX 100 TABLET,0,,193988,,2
203,5615,2022-07-20,"Sweater Hoodie XXL AE Oversize Hodie Wanita Jumbo Oversized Terbaru - Burgundy, XXL",0,,113800,,2
208,5620,2022-07-30,mGanik Multigrain Obat Penurun Gula Darah Kencing Manis ORIGINAL - Multigrain,0,,550000,,2
